Bill Amount,Who Tipped,Tip Amount,Ethnicity,Day Dined,Meal Period,How Dined,Overall Satisfaction,Will Return,Would Recommend,Greeted Friendly,Meal Quality,Overall Service,"Music, Lighting, Temp.",Cleanliness,Food Delivery Speed,Bev. Service Speed,Offered Appetizer
$19.41,Me,$4.00,White,Mon,Lunch,Dine In,Poor,Might or Might Not,Definitely Would Not,No,Excellent,Poor - Poor,Excellent,Excellent,Poor,Excellent,No
$50.00,Me,$15.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$27.42,Me,$5.58,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Excellent,Very Good,No
$32.37,Me,$8.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$143.82,Me,$18.00,Hispanic,Sun,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Good,Excellent,Excellent,No
$43.56,Me,$8.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$41.11,Me,$9.00,White,Fri,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,No
$54.22,Me,$6.00,Hispanic,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Good,Excellent,Excellent,Very Good,Excellent,Don't Remember
$24.00,Me,$4.00,White,Mon,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Very Good,Excellent,Yes
$91.39,Me,$10.00,Hispanic,Sat,Dinner,Dine In,Very Good,Might or Might Not,Probably Would,Yes,Good,Very Good,Very Good,Good,Very Good,Very Good,No
$17.03,Me,$4.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$37.39,Me,$5.00,Prefer not to answer,Sun,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Fair,Excellent,Excellent,Excellent,No
$51.07,Me,$7.50,White,Thu,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Very Good,Very Good,Very Good,Very Good,Good,Good,No
$37.95,Me,$5.00,Prefer not to answer,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,No
$23.09,Me,$5.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$47.81,Me,$8.00,Asian,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Very Good,Yes
$47.46,Me,$6.54,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$39.68,Me,$8.32,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$37.34,Me,$5.00,Hispanic,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$25.65,Me,$4.00,Prefer not to answer,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$61.35,Me,$8.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,No
$99.03,Me,$20.00,White,Fri,Dinner,Dine In,Good,Probably Will,Probably Would,No,Excellent,Fair,Very Good,Very Good,Fair,Fair,No
$37.89,Me,$0.08,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$97.48,Me,$20.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$16.32,Me,$2.70,White,Tue,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Good,Very Good,Very Good,Very Good,No
$56.81,Me,$9.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Yes
$42.47,Me,$0.06,White,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Good,Excellent,Excellent,Excellent,Very Good,No
$37.83,Me,$6.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$83.27,Me,$14.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$47.88,Me,$8.00,Other,Wed,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Very Good,Very Good,Excellent,Excellent,Excellent,Excellent,Don't Remember
$26.14,Me,$3.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$33.00,Me,$5.11,White,Tue,Dinner,Dine In,Very Good,Probably Will,Might or Might Not,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$45.30,Me,$6.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Very Good,Yes
$18.90,Me,$6.00,Asian,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$54.00,Me,$10.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.35,Me,$2.50,White,Thu,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$61.38,Me,$8.00,Other,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$59.27,Me,$15.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$57.21,Me,$8.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$21.76,Me,$5.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$36.51,Me,$4.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Very Good,Very Good,No
$62.32,Me,$0.08,White,Wed,Dinner,Dine In,Fair,Probably Will,Probably Would,Yes,Excellent,Good,Excellent,Excellent,Poor,Very Good,Yes
$55.14,Me,$8.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,No
$60.68,Me,$7.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Good,Excellent,Very Good,Very Good,Yes
$17.26,Me,$3.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$60.34,Me,$12.00,Hispanic,Tue,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$48.16,Me,$9.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$22.71,Me,$5.00,Hispanic,Sat,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Good,Excellent,Excellent,Very Good,Poor,No
$22.80,Me,$4.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$31.92,Me,$6.00,Hispanic,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$88.03,Me,$8.00,White,Sun,Dinner,Dine In,Very Good,Probably Will,Might or Might Not,Yes,Very Good,Very Good,Good,Very Good,Very Good,Very Good,No
$10.74,Me,$4.50,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$60.69,Me,$5.00,Other,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$59.00,Me,$13.14,White,Wed,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Very Good,Very Good,Very Good,Yes
$17.26,Me,$3.00,Hispanic,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$60.40,Me,$12.08,Other,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$33.50,Me,$8.00,White,Wed,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$64.00,Me,$12.00,White,Wed,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Good,Very Good,Very Good,Excellent,Very Good,Excellent,No
$69.41,Me,$12.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Very Good,No
$33.00,Me,$10.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$147.04,Me,$18.15,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$41.00,Me,$8.50,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$55.99,Me,$10.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$46.16,Me,$13.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$23.69,Me,$5.31,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Very Good,No
$45.87,Me,$7.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Very Good,Yes
$61.20,Me,$0.05,Black,Mon,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Fair,Excellent,Fair,Good,Fair,Yes
$51.98,Me,$10.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$33.77,Me,$6.50,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$32.03,Me,$8.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$38.67,Me,$12.00,Prefer not to answer,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$16.33,Me,$0.05,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$83.01,Me,$16.99,Black,Fri,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Very Good,No
$37.78,Me,$6.00,White,Thu,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Good,Good,Very Good,Very Good,Fair,Good,No
$43.85,Me,$12.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$65.77,Me,$10.00,White,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$65.48,Me,$9.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.96,Me,$4.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$7.56,Me,$1.50,Asian,Tue,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Excellent,Don't Remember
$40.09,Me,$5.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$22.83,Me,$4.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$27.22,Me,$4.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$43.47,Me,$7.53,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$33.39,Me,$4.00,Hispanic,Fri,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Fair,Very Good,Excellent,Excellent,No
$53.12,Me,$5.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$29.44,Me,$5.00,White,Thu,Lunch,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Poor,Very Good,Very Good,Excellent,Very Good,Very Good,Don't Remember
$24.11,Me,$4.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$46.39,Me,$8.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,No
$35.92,Me,$6.00,White,Sun,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$78.23,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Good,Good,No
$27.46,Me,$2.00,Hispanic,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$17.25,Me,$4.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Excellent,Good,Very Good,Very Good,Good,Excellent,No
$44.80,Me,$10.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$135.99,Me,$24.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Good,Very Good,Fair,Very Good,No
$15.68,Me,$5.00,Hispanic,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$103.08,Me,$15.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$17.57,Me,$5.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$43.66,Me,$6.00,Prefer not to answer,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$45.34,Me,$10.00,Hispanic,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$96.90,Me,$15.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Very Good,No
$62.00,Me,$12.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,No
$59.86,Me,$12.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$75.32,Me,$14.68,Hispanic,Sun,Dinner,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Very Good,Yes
$17.33,Me,$5.00,White,Fri,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$28.51,Me,$16.49,Asian,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$52.51,Me,$7.49,Prefer not to answer,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,No
$34.00,Me,$5.00,Other,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$11.00,Me,$2.00,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Good,Very Good,No
$24.03,Me,$5.00,White,Sun,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$46.83,Me,$8.50,Prefer not to answer,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$23.32,Me,$5.68,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$264.05,Me,$30.87,White,Sun,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Good,Good,No
$73.00,Me,$10.83,Asian,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$53.82,Me,$10.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Excellent,Very Good,Excellent,No
$64.07,Me,$12.00,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.83,Me,$4.35,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Don't Remember
$45.00,Me,$8.00,White,Wed,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Very Good,Excellent,Yes
$32.76,Me,$8.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$42.93,Me,$0.08,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$47.10,Me,$25.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$19.25,Me,$0.05,Black,Wed,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$98.70,Me,$14.81,Prefer not to answer,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$44.21,Me,$10.00,Hispanic,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.06,Me,$10.00,Hispanic,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$44.00,Me,$6.00,White,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Very Good,Yes
$61.50,Me,$6.50,Hispanic,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Very Good,Very Good,No
$26.32,Me,$5.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$48.08,Me,$21.92,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$59.26,Me,$15.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$51.39,Me,$15.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Excellent,Very Good,Don't Remember
$21.68,Me,$0.04,White,Thu,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Excellent,Excellent,Good,Very Good,Yes
$35.45,Me,$7.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$26.50,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Yes
$126.88,Me,$25.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
